index,longitude,latitude,std_geohash_code,std_geohash_diff,std_geohash_abs_diff,mbr_geohash_code,mbr_geohash_diff,mbr_geohash_abs_diff,hilbert_code,hilbert_diff,hilbert_abs_diff
29193,116.26699800,40.00137400,2034401010844389,93,93,366604039018,459,459,366628948095,-753,753
29194,116.26704600,40.00140200,2034401010845970,1581,1581,366604040517,1499,1499,366628947951,-144,144
29195,116.26712300,40.00139200,2034401010845358,-612,612,366604041028,511,511,366628947046,-905,905
29196,116.26718400,40.00141000,2034401010846811,1453,1453,366604041200,172,172,366628946954,-92,92
29197,116.26723000,40.00141400,2034401010847028,217,217,366604128627,87427,87427,366628977608,30654,30654
29198,116.26728600,40.00140400,2034401010849801,2773,2773,366604129104,477,477,366628976730,-878,878
29199,116.26731800,40.00139700,2034401010849812,11,11,366604129133,29,29,366628976761,31,31
29200,116.26736700,40.00140600,2034401010850056,244,244,366604130640,1507,1507,366628976624,-137,137
29201,116.26740400,40.00142800,2034401010850109,53,53,366604130772,132,132,366628976572,-52,52
29202,116.26744500,40.00145800,2034401010850292,183,183,366604131844,1072,1072,366628975364,-1208,1208
29203,116.26750800,40.00147200,2034401010851052,760,760,366604132016,172,172,366628975562,198,198
29204,116.26756300,40.00150700,2034401010851634,582,582,366604137578,5562,5562,366628974293,-1269,1269
29205,116.26764400,40.00151200,2034401010862637,11003,11003,366604138090,512,512,366628974037,-256,256
29206,116.26769300,40.00155000,2034401010862834,197,197,366604139603,1513,1513,366628972626,-1411,1411
29207,116.26776900,40.00154500,2034401010863077,243,243,366604140112,509,509,366628973040,414,414
29208,116.26781900,40.00155100,2034401010863794,717,717,366604140249,137,137,366628972983,-57,57
29209,116.26788400,40.00156400,2034401010864042,248,248,366604162174,21925,21925,366629017155,44172,44172
29210,116.26796000,40.00156100,2034401010864126,84,84,366604162684,510,510,366629017448,293,293
29211,116.26803300,40.00154700,2034401010866928,2802,2802,366604164210,1526,1526,366629016291,-1157,1157
29212,116.26810700,40.00154100,2034401010867150,222,222,366604164698,488,488,366629016053,-238,238
29213,116.26819300,40.00152800,2034401010867910,760,760,366604170342,5644,5644,366629014647,-1406,1406
29214,116.26826500,40.00153200,2034401010868125,215,215,366604170831,489,489,366629015008,361,361
29215,116.26831400,40.00153600,2034401013664392,2796267,2796267,366604170983,152,152,366629014940,-68,68
29216,116.26835800,40.00155200,2034401013664482,90,90,366604172403,1420,1420,366629012040,-2900,2900
29217,116.26840800,40.00151100,2034401013664556,74,74,366604172522,119,119,366629011989,-51,51
29218,116.26844500,40.00148200,2034401013664577,21,21,366604172859,337,337,366629012262,273,273
29219,116.26846400,40.00145200,2034401013664218,-359,359,366604172939,80,80,366629012462,200,200
29220,116.26846800,40.00144500,2034401013664211,-7,7,366604172938,-1,1,366629012463,1,1
29221,116.26846800,40.00144500,2034401013664211,0,0,366604172938,0,0,366629012463,0,0
29222,116.26847100,40.00143900,2034401013664209,-2,2,366604172960,22,22,366629012464,1,1
29223,116.26849800,40.00144100,2034401013664902,693,693,366605571074,1398114,1398114,366630343683,1331219,1331219
29224,116.26853700,40.00141200,2034401013664846,-56,56,366605570514,-560,560,366630343451,-232,232
29225,116.26859800,40.00140600,2034401013665049,203,203,366605570930,416,416,366630343371,-80,80
29226,116.26865500,40.00140800,2034401013667848,2799,2799,366605572434,1504,1504,366630346075,2704,2704
29227,116.26873700,40.00140000,2034401013667927,79,79,366605572935,501,501,366630345926,-149,149
29228,116.26880600,40.00142000,2034401013668210,283,283,366605573115,180,180,366630345732,-194,194
29229,116.26886900,40.00139600,2034401013668928,718,718,366605578703,5588,5588,366630347552,1820,1820
29230,116.26891400,40.00138200,2034401013667752,-1176,1176,366605579105,402,402,366630347483,-69,69
29231,116.26898400,40.00139400,2034401013669201,1449,1449,366605580620,1515,1515,366630350178,2695,2695
29232,116.26904700,40.00141200,2034401013680203,11002,11002,366605580794,174,174,366630350095,-83,83
29233,116.26908800,40.00142800,2034401013680424,221,221,366605581182,388,388,366630350057,-38,38
29234,116.26911600,40.00143000,2034401013680446,22,22,366605581301,119,119,366630349839,-218,218
29235,116.26914900,40.00142600,2034401013680504,58,58,366605603166,21865,21865,366630370297,20458,20458
29236,116.26921700,40.00143900,2034401013681344,840,840,366605604352,1186,1186,366630370560,263,263
29237,116.26924900,40.00140300,2034401013681238,-106,106,366605603695,-657,657,366630369402,-1158,1158
29238,116.26928700,40.00142400,2034401013681462,224,224,366605603836,141,141,366630369282,-120,120
29239,116.26931400,40.00143900,2034401013681605,143,143,366605605920,2084,2084,366630367920,-1362,1362
29240,116.26931400,40.00143900,2034401013681605,0,0,366605605920,0,0,366630367920,0,0
29241,116.26931200,40.00144200,2034401013681606,1,1,366605605898,-22,22,366630367919,-1,1
29242,116.26932100,40.00144300,2034401013681618,12,12,366605605922,24,24,366630367921,2,2
29243,116.26932100,40.00144300,2034401013681618,0,0,366605605922,0,0,366630367921,0,0
29244,116.26932500,40.00144300,2034401013681619,1,1,366605605928,6,6,366630367934,13,13
29245,116.26934100,40.00143800,2034401013684352,2733,2733,366605606018,90,90,366630367939,5,5
29246,116.26940600,40.00142500,2034401013684344,-8,8,366605605756,-262,262,366630368322,383,383
29247,116.26944600,40.00135400,2034401013683077,-1267,1267,366605605820,64,64,366630368488,166,166
29248,116.26947200,40.00131900,2034401013683016,-61,61,366605611278,5458,5458,366630363403,-5085,5085
29249,116.26951000,40.00129800,2034401013682685,-331,331,366605611231,-47,47,366630363312,-91,91
29250,116.26958700,40.00129100,2034401013683443,758,758,366605611740,509,509,366630363960,648,648
29251,116.26963200,40.00128500,2034401013683614,171,171,366605613150,1410,1410,366630364251,291,291
29252,116.26968000,40.00126600,2034401013683669,55,55,366605613287,137,137,366630364340,89,89
29253,116.26974200,40.00126200,2034401013727342,43673,43673,366605613767,480,480,366630364550,210,210
29254,116.26978300,40.00125900,2034401013727534,192,192,366605701190,87423,87423,366630181479,-183071,183071
29255,116.26984200,40.00125300,2034401013727609,75,75,366605701350,160,160,366630181405,-74,74
29256,116.26989100,40.00126000,2034401013728318,709,709,366605701743,393,393,366630181744,339,339
29257,116.26996200,40.00125600,2034401013728557,239,239,366605703270,1527,1527,366630182109,365,365
29258,116.27004100,40.00123900,2034401013731342,2785,2785,366605703776,506,506,366630182768,659,659
29259,116.27011600,40.00121500,2034401008139176,-5592166,5592166,366605709339,5563,5563,366630177462,-5306,5306
29260,116.27018200,40.00121500,2034401008139256,80,80,366605709841,502,502,366630177201,-261,261
29261,116.27023800,40.00120300,2034401008139957,701,701,366605710000,159,159,366630177098,-103,103
29262,116.27029800,40.00121700,2034401008140206,249,249,366605711508,1508,1508,366630176382,-716,716
29263,116.27034600,40.00124700,2034401013732709,5592503,5592503,366605711939,431,431,366630176194,-188,188
29264,116.27039300,40.00126900,2034401013743762,11053,11053,366605712088,149,149,366630176028,-166,166
29265,116.27045700,40.00129600,2034401013744040,278,278,366605734015,21927,21927,366630195306,19278,19278
29266,116.27051800,40.00133000,2034401013744485,445,445,366605734671,656,656,366630195722,416,416
29267,116.27057300,40.00134800,2034401013745211,726,726,366605734841,170,170,366630195815,93,93
29268,116.27064900,40.00137800,2034401013745575,364,364,366605736418,1577,1577,366630198553,2738,2738
29269,116.27072700,40.00140800,2034401013749772,4197,4197,366605736946,528,528,366630198281,-272,272
29270,116.27077700,40.00141900,2034401013749861,89,89,366605742459,5513,5513,366630200294,2013,2013
29271,116.27082400,40.00143700,2034401013750160,299,299,366605742933,474,474,366630200063,-231,231
29272,116.27089100,40.00145500,2034401013750923,763,763,366605743788,855,855,366630201330,1267,1267
29273,116.27095100,40.00148500,2034401013751378,455,455,366605745299,1511,1511,366630201464,134,134
29274,116.27103400,40.00145500,2034401013751247,-131,131,366605745804,505,505,366630202312,848,848
29275,116.27111100,40.00139100,2034401013924590,173343,173343,366606094790,348986,348986,366630121869,-80443,80443
29276,116.27118900,40.00135900,2034401013924802,212,212,366606095254,464,464,366630122199,330,330
29277,116.27125500,40.00135700,2034401013925522,720,720,366606096700,1446,1446,366630123394,1195,1195
29278,116.27132200,40.00132600,2034401013925643,121,121,366606097166,466,466,366630123017,-377,377
29279,116.27138200,40.00133300,2034401013925744,101,101,366606097327,161,161,366630123098,81,81
29280,116.27144600,40.00133600,2034401013928546,2802,2802,366606102960,5633,5633,366630111712,-11386,11386
29281,116.27150300,40.00133100,2034401013928741,195,195,366606103343,383,383,366630111376,-336,336
29282,116.27158300,40.00135000,2034401013929604,863,863,366606104891,1548,1548,366630112550,1174,1174
29283,116.27166000,40.00134200,2034401013929768,164,164,366606105402,511,511,366630112805,255,255
29284,116.27173700,40.00134200,2034401013929852,84,84,366606127416,22014,22014,366630105380,-7425,7425
29285,116.27181100,40.00135500,2034401013940946,11094,11094,366606127926,510,510,366630105645,265,265
29286,116.27186900,40.00137200,2034401013941173,227,227,366606129472,1546,1546,366630107072,1427,1427
29287,116.27192700,40.00134100,2034401013941804,631,631,366606129584,112,112,366630106954,-118,118
29288,116.27201000,40.00132200,2034401013942025,221,221,366606130084,500,500,366630106718,-236,236
29289,116.27206700,40.00130500,2034401013941754,-271,271,366606135680,5596,5596,366630095296,-11422,11422
29290,116.27214100,40.00131500,2034401013944902,3148,3148,366606136105,425,425,366630094999,-297,297
29291,116.27219600,40.00131000,2034401013945104,202,202,366606137602,1497,1497,366630096129,1130,1130
29292,116.27226400,40.00129400,2034401013945506,402,402,366606137599,-3,3,366630096042,-87,87
29293,116.27231100,40.00128900,2034401013945569,63,63,366606138068,469,469,366630096702,660,660
29294,116.27237300,40.00128700,2034401013945777,208,208,366606225524,87456,87456,366630015076,-81626,81626
29295,116.27243800,40.00129000,2034401013989537,43760,43760,366606226006,482,482,366630015485,409,409
29296,116.27250400,40.00124600,2034401013989489,-48,48,366606226155,149,149,366630015382,-103,103
29297,116.27255600,40.00121000,2034401008397245,-5592244,5592244,366606227603,1448,1448,366630018770,3388,3388
29298,116.27260000,40.00117500,2034401008397183,-62,62,366606227977,374,374,366630018829,59,59
29299,116.27265500,40.00113900,2034401008397889,706,706,366606225394,-2583,2583,366630013603,-5226,5226
29300,116.27270500,40.00109700,2034401008397701,-188,188,366606230847,5453,5453,366630024576,10973,10973
29301,116.27276100,40.00108100,2034401008397683,-18,18,366606231324,477,477,366630024376,-200,200
29302,116.27281900,40.00105900,2034401008400450,2767,2767,366606231463,139,139,366630024286,-90,90
29303,116.27288300,40.00102000,2034401008399256,-1194,1194,366606232796,1333,1333,366630023698,-588,588
29304,116.27295800,40.00099300,2034401008399910,654,654,366606233287,491,491,366630023460,-238,238
29305,116.27299400,40.00093600,2034401008399561,-349,349,366606255120,21833,21833,366630028304,4844,4844
29306,116.27306500,40.00091000,2034401008399676,115,115,366606255273,153,153,366630028375,71,71
29307,116.27310500,40.00087800,2034401008399697,21,21,366606254972,-301,301,366630027970,-405,405
29308,116.27313700,40.00084600,2034401008405133,5436,5436,366606255076,104,104,366630027934,-36,36
29309,116.27320700,40.00083300,2034401008405290,157,157,366606256584,1508,1508,366630030630,2696,2696
29310,116.27327300,40.00083100,2034401008405371,81,81,366606257088,504,504,366630030378,-252,252
29311,116.27335900,40.00083200,2034401008406139,768,768,366606262722,5634,5634,366630031747,1369,1369
29312,116.27340900,40.00081700,2034401008406324,185,185,366606263070,348,348,366630031923,176,176
29313,116.27347400,40.00081000,2034401008409102,2778,2778,366606264596,1526,1526,366630033342,1419,1419
29314,116.27352700,40.00080200,2034401008409170,68,68,366606264729,133,133,366630033271,-71,71
29315,116.27359300,40.00080700,2034401008409416,246,246,366606265147,418,418,366630032940,-331,331
29316,116.27366000,40.00080300,2034401008410137,721,721,366611857715,5592568,5592568,366618192264,-11840676,11840676
29317,116.27371600,40.00079100,2034401008409855,-282,282,366611858181,466,466,366618192047,-217,217
29318,116.27377800,40.00076600,2034401008410063,208,208,366611858336,155,155,366618191962,-85,85
29319,116.27384200,40.00076000,2034401009109149,699086,699086,366611859842,1506,1506,366618193387,1425,1425
29320,116.27391400,40.00075700,2034401009109394,245,245,366611860095,253,253,366618193728,341,341
29321,116.27397700,40.00074900,2034401009110144,750,750,366611865716,5621,5621,366618194020,292,292
29322,116.27403500,40.00074900,2034401009110213,69,69,366611865854,138,138,366618194091,71,71
29323,116.27409000,40.00073000,2034401009110321,108,108,366611866328,474,474,366618194358,267,267
29324,116.27417700,40.00075600,2034401009113235,2914,2914,366611867871,1543,1543,366618197562,3204,3204
29325,116.27423800,40.00075600,2034401009113474,239,239,366611868373,502,502,366618197909,347,347
29326,116.27429600,40.00073600,2034401009113447,-27,27,366611890267,21894,21894,366618198262,353,353
29327,116.27435900,40.00072300,2034401009114143,696,696,366611890757,490,490,366618198885,623,623
29328,116.27440100,40.00072600,2034401009114207,64,64,366611890896,139,139,366618198832,-53,53
29329,116.27445800,40.00072700,2034401009114443,236,236,366611892314,1418,1418,366618199135,303,303
29330,116.27452700,40.00073600,2034401009125430,10987,10987,366611892819,505,505,366618199538,403,403
29331,116.27460300,40.00072700,2034401009125658,228,228,366611898448,5629,5629,366618212954,13416,13416
29332,116.27465900,40.00068900,2034401009124341,-1317,1317,366611898527,79,79,366618213082,128,128
29333,116.27472000,40.00068300,2034401009125070,729,729,366611899029,502,502,366618213333,251,251
29334,116.27478100,40.00067500,2034401009125276,206,206,366611900468,1439,1439,366618213412,79,79
29335,116.27482700,40.00068100,2034401009125342,66,66,366611900598,130,130,366618213485,73,73
29336,116.27489400,40.00067100,2034401009128135,2793,2793,366611901081,483,483,366618214365,880,880
29337,116.27497200,40.00066500,2034401009128385,250,250,366611988633,87552,87552,366618126967,-87398,87398
29338,116.27503300,40.00064900,2034401009129011,626,626,366611989037,404,404,366618126737,-230,230
29339,116.27510400,40.00063200,2034401009129228,217,217,366611990561,1524,1524,366618125979,-758,758
29340,116.27516000,40.00062200,2034401009129296,68,68,366611990698,137,137,366618125909,-70,70
29341,116.27522300,40.00062000,2034401009173056,43760,43760,366611947509,-43189,43189,366618303141,177232,177232
29342,116.27529000,40.00061200,2034401009172921,-135,135,366611953110,5601,5601,366618305943,2802,2802
29343,116.27536600,40.00060400,2034401009173671,750,750,366611953617,507,507,366618306195,252,252
29344,116.27543600,40.00060200,2034401009173920,249,249,366611955065,1448,1448,366618306925,730,730
29345,116.27550300,40.00054900,2034401009173848,-72,72,366611955487,422,422,366618307120,195,195
29346,116.27558000,40.00052500,2034401009154797,-19051,19051,366611977498,22011,22011,366618318133,11013,11013
29347,116.27564400,40.00052000,2034401009154999,202,202,366611977658,160,160,366618318277,144,144
29348,116.27570000,40.00050100,2034401009155715,716,716,366611978123,465,465,366618318574,297,297
29349,116.27576500,40.00048800,2034401009155707,-8,8,366611979562,1439,1439,366618319125,551,551
29350,116.27582300,40.00047000,2034401009155936,229,229,366611979870,308,308,366618319697,572,572
29351,116.27587700,40.00046400,2034401009166860,10924,10924,366611980025,155,155,366618319629,-68,68
29352,116.27593100,40.00045200,2034401009166928,68,68,366611985618,5593,5593,366618322105,2476,2476
29353,116.27599800,40.00044800,2034401009166827,-101,101,366611986029,411,411,366618322809,704,704
29354,116.27605300,40.00046300,2034401009167885,1058,1058,366611987539,1510,1510,366618323186,377,377
29355,116.27611600,40.00045600,2034401009167959,74,74,366611987698,159,159,366618323107,-79,79
29356,116.27617700,40.00048200,2034401009168236,277,277,366611988183,485,485,366618323772,665,665
29357,116.27624300,40.00048200,2034401009171004,2768,2768,366612337791,349608,349608,366618016874,-306898,306898
29358,116.27630300,40.00047400,2034401009171233,229,229,366612338270,479,479,366618017273,399,399
29359,116.27631900,40.00042600,2034401009170842,-391,391,366612338280,10,10,366618017238,-35,35
29360,116.27632700,40.00036000,2034401009169342,-1500,1500,366612338219,-61,61,366618017086,-152,152
29361,116.27632700,40.00036000,2034401009169342,0,0,366612338219,0,0,366618017086,0,0
29362,116.27632100,40.00036000,2034401009169339,-3,3,366612338217,-2,2,366618017085,-1,1
29363,116.27631000,40.00036400,2034401009170693,1354,1354,366612338209,-8,8,366618017081,-4,4
29364,116.27633800,40.00032100,2034401009169344,-1349,1349,366612337624,-585,585,366618015796,-1285,1285
29365,116.27637800,40.00029600,2034401009169247,-97,97,366612339011,1387,1387,366618015720,-76,76
29366,116.27641900,40.00029300,2034401009169951,704,704,366612339145,134,134,366618015629,-91,91
29367,116.27649300,40.00029600,2034401009170203,252,252,366612339649,504,504,366618014763,-866,866
29368,116.27655500,40.00032600,2034401009345154,174951,174951,366612345203,5554,5554,366618009954,-4809,4809
29369,116.27662800,40.00033900,2034401009345246,92,92,366612345694,491,491,366618010203,249,249
29370,116.27669800,40.00034100,2034401009345509,263,263,366612347222,1528,1528,366618011645,1442,1442
29371,116.27674300,40.00036000,2034401009346223,714,714,366612348041,819,819,366618011885,240,240
29372,116.27680500,40.00038600,2034401009347701,1478,1478,366612348472,431,431,366618011950,65,65
29373,116.27686000,40.00040300,2034401009347947,246,246,366612370454,21982,21982,366617958039,-53911,53911
29374,116.27693500,40.00042000,2034401009350813,2866,2866,366612371008,554,554,366617958208,169,169
29375,116.27699100,40.00045200,2034401009351428,615,615,366612371162,154,154,366617958303,95,95
29376,116.27705800,40.00043600,2034401009351158,-270,270,366612372678,1516,1516,366617956903,-1400,1400
29377,116.27712000,40.00044500,2034401009351918,760,760,366612373095,417,417,366617956828,-75,75
29378,116.27718300,40.00046700,2034401009352475,557,557,366612378713,5618,5618,366617955421,-1407,1407
29379,116.27724900,40.00045900,2034401009363468,10993,10993,366612378874,161,161,366617955503,82,82
29380,116.27731000,40.00047000,2034401009363569,101,101,366612379358,484,484,366617955763,260,260
29381,116.27737000,40.00044800,2034401009363434,-135,135,366612380783,1425,1425,366617952890,-2873,2873
29382,116.27740700,40.00045200,2034401009363797,363,363,366612380920,137,137,366617952780,-110,110
29383,116.27747200,40.00045100,2034401009364549,752,752,366612381391,471,471,366617953162,382,382
29384,116.27754000,40.00044100,2034401009364456,-93,93,366612468934,87543,87543,366617951373,-1789,1789
29385,116.27761000,40.00043300,2034401009367219,2763,2763,366612469355,421,421,366617951700,327,327
29386,116.27767800,40.00044100,2034401009367468,249,249,366612470884,1529,1529,366617948788,-2912,2912
29387,116.27774800,40.00044800,2034401009367551,83,83,366612471373,489,489,366617949003,215,215
29388,116.27781100,40.00046400,2034401009368653,1102,1102,366612471547,174,174,366617949100,97,97
29389,116.27788600,40.00045700,2034401009368898,245,245,366612477176,5629,5629,366617947654,-1446,1446
29390,116.27795700,40.00044100,2034401009412284,43386,43386,366612477668,492,492,366617947444,-210,210
29391,116.27802200,40.00044200,2034401009412524,240,240,366612479174,1506,1506,366617946253,-1191,1191
29392,116.27808600,40.00044300,2034401009412606,82,82,366612479590,416,416,366617946589,336,336
29393,116.27815700,40.00045300,2034401009413701,1095,1095,366612501616,22026,22026,366617892426,-54163,54163
29394,116.27820300,40.00045600,2034401009413906,205,205,366612501746,130,130,366617892363,-63,63
29395,116.27827900,40.00045300,2034401009416708,2802,2802,366612502256,510,510,366617892768,405,405
29396,116.27835100,40.00046300,2034401009416797,89,89,366612503769,1513,1513,366617891357,-1411,1411
29397,116.27840800,40.00047200,2034401009417060,263,263,366612504182,413,413,366617891309,-48,48
29398,116.27848300,40.00048300,2034401009417832,772,772,366612509813,5631,5631,366617889893,-1416,1416
29399,116.27853400,40.00048300,2034401009418025,193,193,366612509951,138,138,366617889962,69,69
29400,116.27855600,40.00043600,2034401009417651,-374,374,366612510286,335,335,366617890275,313,313
29401,116.27855200,40.00042300,2034401009417627,-24,24,366612510280,-6,6,366617890278,3,3
29402,116.27855200,40.00042200,2034401009417627,0,0,366612510280,0,0,366617890278,0,0
29403,116.27855200,40.00042200,2034401009417627,0,0,366612510280,0,0,366617890278,0,0
29404,116.27854600,40.00042100,2034401009417624,-3,3,366612510274,-6,6,366617890281,3,3
29405,116.27844700,40.00038700,2034401009417249,-375,375,366612504242,-6032,6032,366617891147,866,866
29406,116.27843800,40.00037500,2034401009416541,-708,708,366612504206,-36,36,366617891171,24,24
29407,116.27842200,40.00037200,2034401009416530,-11,11,366612504196,-10,10,366617891180,9,9
29408,116.27852500,40.00038600,2034401009417504,974,974,366612509874,5678,5678,366617889993,-1187,1187
29409,116.27874000,40.00038000,2034401009428810,11306,11306,366612512389,2515,2515,366617887717,-2276,2276
29410,116.27899400,40.00037200,2034401009432599,3789,3789,366613912716,1400327,1400327,366619195618,1307901,1307901
29411,116.27913100,40.00037300,2034401009433603,1004,1004,366613918758,6042,6042,366619182775,-12843,12843
29412,116.27935400,40.00036400,2034401188390980,178957377,178957377,366613921289,2531,2531,366619181479,-1296,1296
29413,116.27964100,40.00036000,2034401188393642,2662,2662,366613945483,24194,24194,366619177670,-3809,3809
29414,116.28002800,40.00039400,2034401188407394,13752,13752,366613954193,8710,8710,366619175291,-2379,2379
29415,116.28043500,40.00045400,2034401188412178,4784,4784,366614050002,95809,95809,366619348113,172822,172822
29416,116.28092600,40.00052600,2034401188458237,46059,46059,366614076826,26824,26824,366619343733,-4380,4380
29417,116.28143600,40.00059500,2034401188495582,37345,37345,366614435664,358838,358838,366619458650,114917,114917
29418,116.28188600,40.00064500,2034401188501028,5446,5446,366614489228,53564,53564,366619464930,6280,6280
29419,116.28226600,40.00069600,2034401188677353,176325,176325,366614514274,25046,25046,366619520881,55951,55951
29420,116.28259500,40.00068400,2034401188681374,4021,4021,366614522431,8157,8157,366619524906,4025,4025
29421,116.28281800,40.00054800,2034401188692232,10858,10858,366614568223,45792,45792,366619611930,87024,87024
29422,116.28287200,40.00017000,2034401188662244,-29988,29988,366614567148,-1075,1075,366619614360,2430,2430
29423,116.28295100,39.99973100,2034401188572361,-89883,89883,366614563773,-3375,3375,366619619009,4649,4649
29424,116.28304300,39.99928800,2034401188562798,-9563,9563,366614558213,-5560,5560,366619626767,7758,7758
29425,116.28312300,39.99879700,2034401188535009,-27789,27789,366614555713,-2500,2500,366619637995,11228,11228
29426,116.28318100,39.99831300,2034401188182290,-352719,352719,366614379914,-175799,175799,366619716453,78458,78458
29427,116.28328200,39.99782100,2034401188172860,-9430,9430,366614376382,-3532,3532,366619712105,-4348,4348
29428,116.28350100,39.99752600,2034401188192511,19651,19651,366614399375,22993,22993,366619667936,-44169,44169
29429,116.28389900,39.99739000,2034401188191075,-1436,1436,366614407821,8446,8446,366619672547,4611,4611
29430,116.28435100,39.99726400,2034401188202236,11161,11161,366972319537,357911716,357911716,366745977993,126305446,126305446
29431,116.28484400,39.99710400,2034401188905028,702792,702792,366972345900,26363,26363,366745975090,-2903,2903
29432,116.28525000,39.99694300,2034401188821273,-83755,83755,366972440703,94803,94803,366745882730,-92360,92360
29433,116.28545800,39.99686000,2034401188820826,-447,447,366972443153,2450,2450,366745886523,3793,3793
29434,116.28558000,39.99682900,2034401188831655,10829,10829,366972448899,5746,5746,366745886952,429,429
29435,116.28579000,39.99679700,2034401188832622,967,967,366972448606,-293,293,366745890897,3945,3945
29436,116.28579000,39.99664300,2034401188826572,-6050,6050,366972448335,-271,271,366745891274,377,377
29437,116.28571500,39.99642300,2034401188824146,-2426,2426,366972447012,-1323,1323,366745894174,2900,2900
29438,116.28573300,39.99631400,2034401188801783,-22363,22363,366972446779,-233,233,366745893932,-242,242
29439,116.28573300,39.99631400,2034401188801783,0,0,366972446779,0,0,366745893932,0,0
29440,116.28573900,39.99630600,2034401188801930,147,147,366972446864,85,85,366745894010,78,78
29441,116.28575200,39.99626600,2034401188801829,-101,101,366972403167,-43697,43697,366745863088,-30922,30922
29442,116.28584900,39.99605500,2034401188797107,-4722,4722,366972403388,221,221,366745862466,-622,622
29443,116.28586700,39.99574900,2034401188794464,-2643,2643,366972424204,20816,20816,366745860770,-1696,1696
29444,116.28594900,39.99545900,2034401187394018,-1400446,1400446,366972421640,-2564,2564,366745847724,-13046,13046
29445,116.28625500,39.99528500,2034401187432867,38849,38849,366972428538,6898,6898,366745850021,2297,2297
29446,116.28666700,39.99529400,2034401187437051,4184,4184,366972782675,354137,354137,366746692850,842829,842829
29447,116.28714100,39.99533900,2034401187450686,13635,13635,366972791726,9051,9051,366746696787,3937,3937
29448,116.28753200,39.99536700,2034401187454965,4279,4279,366972821939,30213,30213,366746671970,-24817,24817
29449,116.28774600,39.99539300,2034401187636247,181282,181282,366972824512,2573,2573,366746670122,-1848,1848
29450,116.28775300,39.99537900,2034401187630826,-5421,5421,366972824471,-41,41,366746670294,172,172
29451,116.28785400,39.99537800,2034401187631085,259,259,366972912055,87584,87584,366746747342,77048,77048
29452,116.28792000,39.99539300,2034401187639319,8234,8234,366972912584,529,529,366746747524,182,182
29453,116.28812800,39.99541400,2034401187640438,1119,1119,366972920165,7581,7581,366746761589,14065,14065
29454,116.28845900,39.99543600,2034401187652807,12369,12369,366972944761,24596,24596,366746763629,2040,2040
29455,116.28872200,39.99541300,2034401187656050,3243,3243,366972947405,2644,2644,366746764937,1308,1308
29456,116.28883700,39.99526600,2034401187650950,-5100,5100,366972953155,5750,5750,366746778434,13497,13497
29457,116.28888400,39.99498300,2034401187626855,-24095,24095,366972942024,-11131,11131,366746783118,4684,4684
29458,116.28895400,39.99461300,2034401187662400,35545,35545,366972939729,-2295,2295,366746794387,11269,11269
29459,116.28902900,39.99410200,2034401187570452,-91948,91948,366972938795,-934,934,366746795798,1411,1411
29460,116.28909800,39.99351900,2034401187540005,-30447,30447,366971536754,-1402041,1402041,366741906761,-4889037,4889037
29461,116.28919900,39.99297100,2034401187180473,-359532,359532,366971525063,-11691,11691,366741918756,11995,11995
29462,116.28943400,39.99246800,2034401187175425,-5048,5048,366971531392,6329,6329,366741916266,-2490,2490
29463,116.28974500,39.99203400,2034401187160559,-14866,14866,366971551865,20473,20473,366741930189,13923,13923
29464,116.28993600,39.99180500,2034401187155317,-5242,5242,366971510180,-41685,41685,366741961564,31375,31375
29465,116.28998800,39.99180800,2034401187158114,2797,2797,366971510573,393,393,366741961267,-297,297
29466,116.29006000,39.99180100,2034401187158324,210,210,366971516196,5623,5623,366741947828,-13439,13439
29467,116.29023200,39.99167600,2034401187157428,-896,896,366971517999,1803,1803,366741947024,-804,804
29468,116.29054700,39.99146100,2034401189866785,2709357,2709357,366971607142,89143,89143,366742036087,89063,89063
29469,116.29088200,39.99117400,2034401189862655,-4130,4130,366971612352,5210,5210,366742041130,5043,5043
29470,116.29119600,39.99085700,2034401189850724,-11931,11931,366971635757,23405,23405,366742045723,4593,4593
29471,116.29136700,39.99060200,2034401189851236,512,512,366971630737,-5020,5020,366742064345,18622,18622
29472,116.29156900,39.99044400,2034401189846143,-5093,5093,366971632390,1653,1653,366742062247,-2098,2098
29473,116.29162000,39.99043200,2034401189846369,226,226,366971632523,133,133,366742062278,31,31
29474,116.29163300,39.99043200,2034401189846373,4,4,366971632547,24,24,366742062328,50,50
29475,116.29164100,39.99043200,2034401189846385,12,12,366971632555,8,8,366742062334,6,6
29476,116.29164400,39.99043200,2034401189846385,0,0,366971982081,349526,349526,366741729539,-332795,332795
29477,116.29164400,39.99043200,2034401189846385,0,0,366971982081,0,0,366741729539,0,0
29478,116.29164200,39.99043100,2034401189846385,0,0,366971632555,-349526,349526,366742062334,332795,332795
29479,116.29166600,39.99042600,2034401189890059,43674,43674,366971982112,349557,349557,366741729552,-332782,332782
29480,116.29181100,39.99029000,2034401189888472,-1587,1587,366971983874,1762,1762,366741730305,753,753
29481,116.29205400,39.99012000,2034400831977676,-357910796,357910796,366971987538,3664,3664,366741724659,-5646,5646
29482,116.29231400,39.98991800,2034400831976806,-870,870,366972010802,23264,23264,366741711649,-13010,13010
29483,116.29261000,39.98963400,2034400831981313,4507,4507,366971843845,-166957,166957,366742447365,735716,735716
29484,116.29284600,39.98925700,2034400831959507,-21806,21806,366971844799,954,954,366742449898,2533,2533
